// Trace for the all_devices experiment
// Devices:
// - HVAC
// - light
// - lock
// - outlet
// - presence
// - sensor (weather station)
// - smoke
// - switch
// - TV

// Time between state changes: 10 minutes
// Intruder payload format reminder: node_name/attack/start/duration/intensity

// HVAC
// No attack
{'ts': 0, 'value': 'OFF', 'target': 'scheduler/hvac_1'}
{'ts': 40, 'value': 'OFF', 'target': 'scheduler/light_1'}
{'ts': 50, 'value': 'ON', 'target': 'scheduler/light_1'}
// Attack 2
{'ts': 60, 'value': 'light_1/2/0/40/100', 'target': 'intruder/control'}
{'ts': 60, 'value': 'OFF', 'target': 'scheduler/light_1'}
{'ts': 70, 'value': 'ON', 'target': 'scheduler/light_1'}
// Attack 3
{'ts': 80, 'value': 'light_1/3/0/40/100', 'target': 'intruder/control'}
{'ts': 80, 'value': 'OFF', 'target': 'scheduler/light_1'}
{'ts': 90, 'value': 'ON', 'target': 'scheduler/light_1'}
// Attack 4
{'ts': 100, 'value': 'light_1/4/0/40/70', 'target': 'intruder/control'}
{'ts': 100, 'value': 'OFF', 'target': 'scheduler/light_1'}
{'ts': 110, 'value': 'ON', 'target': 'scheduler/light_1'}
// Cooldown
{'ts': 120, 'value': 'OFF', 'target': 'scheduler/light_1'}


// Lock
// No attack
{'ts': 0, 'value': 'OFF', 'target': 'scheduler/lock_1'}
{'ts': 10, 'value': 'ON', 'target': 'scheduler/lock_1'}
// Attack 0
{'ts': 20, 'value': 'lock_1/0/0/20/100', 'target': 'intruder/control'}
{'ts': 20, 'value': 'OFF', 'target': 'scheduler/lock_1'}
{'ts': 30, 'value': 'ON', 'target': 'scheduler/lock_1'}
// Attack 1
{'ts': 40, 'value': 'lock_1/1/0/20/100', 'target': 'intruder/control'}
{'ts': 40, 'value': 'OFF', 'target': 'scheduler/lock_1'}
{'ts': 50, 'value': 'ON', 'target': 'scheduler/lock_1'}
// Attack 2
{'ts': 60, 'value': 'lock_1/2/0/20/100', 'target': 'intruder/control'}
{'ts': 60, 'value': 'OFF', 'target': 'scheduler/lock_1'}
{'ts': 70, 'value': 'ON', 'target': 'scheduler/lock_1'}
// Attack 3
{'ts': 80, 'value': 'lock_1/3/0/20/100', 'target': 'intruder/control'}
{'ts': 80, 'value': 'OFF', 'target': 'scheduler/lock_1'}
{'ts': 90, 'value': 'ON', 'target': 'scheduler/lock_1'}
// Attack 4
{'ts': 100, 'value': 'lock_1/4/0/20/70', 'target': 'intruder/control'}
{'ts': 100, 'value': 'OFF', 'target': 'scheduler/lock_1'}
{'ts': 110, 'value': 'ON', 'target': 'scheduler/lock_1'}
// Cooldown
{'ts': 120, 'value': 'OFF', 'target': 'scheduler/lock_1'}


// Outlet
// No attack
{'ts': 0, 'value': 'OFF', 'target': 'scheduler/outlet_1'}
{'ts': 10, 'value': 'ON', 'target': 'scheduler/outlet_1'}
// Attack 0
{'ts': 20, 'value': 'outlet_1/0/0/20/100', 'target': 'intruder/control'}
{'ts': 20, 'value': 'OFF', 'target': 'scheduler/outlet_1'}
{'ts': 30, 'value': 'ON', 'target': 'scheduler/outlet_1'}
// Attack 1
{'ts': 40, 'value': 'outlet_1/1/0/20/100', 'target': 'intruder/control'}
{'ts': 40, 'value': 'OFF', 'target': 'scheduler/outlet_1'}
{'ts': 50, 'value': 'ON', 'target': 'scheduler/outlet_1'}
// Attack 2
{'ts': 60, 'value': 'outlet_1/2/0/20/100', 'target': 'intruder/control'}
{'ts': 60, 'value': 'OFF', 'target': 'scheduler/outlet_1'}
{'ts': 70, 'value': 'ON', 'target': 'scheduler/outlet_1'}
// Attack 3
{'ts': 80, 'value': 'outlet_1/3/0/20/100', 'target': 'intruder/control'}
{'ts': 80, 'value': 'OFF', 'target': 'scheduler/outlet_1'}
{'ts': 90, 'value': 'ON', 'target': 'scheduler/outlet_1'}
// Attack 4
{'ts': 100, 'value': 'outlet_1/4/0/20/70', 'target': 'intruder/control'}
{'ts': 100, 'value': 'OFF', 'target': 'scheduler/outlet_1'}
{'ts': 110, 'value': 'ON', 'target': 'scheduler/outlet_1'}
// Cooldown
{'ts': 120, 'value': 'OFF', 'target': 'scheduler/outlet_1'}



// Presence sensor
// No attack
{'ts': 0, 'value': 'OFF', 'target': 'scheduler/presence_1'}
{'ts': 10, 'value': 'ON', 'target': 'scheduler/presence_1'}
// Attack 0
{'ts': 20, 'value': 'presence_1/0/0/20/100', 'target': 'intruder/control'}
{'ts': 20, 'value': 'OFF', 'target': 'scheduler/presence_1'}
{'ts': 30, 'value': 'ON', 'target': 'scheduler/presence_1'}
// Attack 1
{'ts': 40, 'value': 'presence_1/1/0/20/100', 'target': 'intruder/control'}
{'ts': 40, 'value': 'OFF', 'target': 'scheduler/presence_1'}
{'ts': 50, 'value': 'ON', 'target': 'scheduler/presence_1'}
// Attack 2
{'ts': 60, 'value': 'presence_1/2/0/20/100', 'target': 'intruder/control'}
{'ts': 60, 'value': 'OFF', 'target': 'scheduler/presence_1'}
{'ts': 70, 'value': 'ON', 'target': 'scheduler/presence_1'}
// Attack 3
{'ts': 80, 'value': 'presence_1/3/0/20/100', 'target': 'intruder/control'}
{'ts': 80, 'value': 'OFF', 'target': 'scheduler/presence_1'}
{'ts': 90, 'value': 'ON', 'target': 'scheduler/presence_1'}
// Attack 4
{'ts': 100, 'value': 'presence_1/4/0/20/70', 'target': 'intruder/control'}
{'ts': 100, 'value': 'OFF', 'target': 'scheduler/presence_1'}
{'ts': 110, 'value': 'ON', 'target': 'scheduler/presence_1'}
// Cooldown
{'ts': 120, 'value': 'OFF', 'target': 'scheduler/presence_1'}


// Sensor (Weather station)
// No attack
{'ts': 0, 'value': 'dummy', 'target': 'scheduler/sensor_1'}
// Attack 0
{'ts': 10, 'value': 'sensor_1/0/0/10/100', 'target': 'intruder/control'}
// Attack 1
{'ts': 20, 'value': 'sensor_1/1/0/10/100', 'target': 'intruder/control'}
// Attack 2
{'ts': 30, 'value': 'sensor_1/2/0/10/100', 'target': 'intruder/control'}
// Attack 3
{'ts': 40, 'value': 'sensor_1/3/0/10/100', 'target': 'intruder/control'}
// Attack 4
{'ts': 50, 'value': 'sensor_1/4/0/10/70', 'target': 'intruder/control'}
// Cooldown
{'ts': 60, 'value': 'dummy', 'target': 'scheduler/sensor_1'}


// Smoke
// No attack
{'ts': 0, 'value': 'OFF', 'target': 'scheduler/smoke_1'}
{'ts': 10, 'value': 'ON', 'target': 'scheduler/smoke_1'}
// Attack 0
{'ts': 20, 'value': 'smoke_1/0/0/20/100', 'target': 'intruder/control'}
{'ts': 20, 'value': 'OFF', 'target': 'scheduler/smoke_1'}
{'ts': 30, 'value': 'ON', 'target': 'scheduler/smoke_1'}
// Attack 1
{'ts': 40, 'value': 'smoke_1/1/0/20/100', 'target': 'intruder/control'}
{'ts': 40, 'value': 'OFF', 'target': 'scheduler/smoke_1'}
{'ts': 50, 'value': 'ON', 'target': 'scheduler/smoke_1'}
// Attack 2
{'ts': 60, 'value': 'smoke_1/2/0/20/100', 'target': 'intruder/control'}
{'ts': 60, 'value': 'OFF', 'target': 'scheduler/smoke_1'}
{'ts': 70, 'value': 'ON', 'target': 'scheduler/smoke_1'}
// Attack 3
{'ts': 80, 'value': 'smoke_1/3/0/20/100', 'target': 'intruder/control'}
{'ts': 80, 'value': 'OFF', 'target': 'scheduler/smoke_1'}
{'ts': 90, 'value': 'ON', 'target': 'scheduler/smoke_1'}
// Attack 4
{'ts': 100, 'value': 'smoke_1/4/0/20/70', 'target': 'intruder/control'}
{'ts': 100, 'value': 'OFF', 'target': 'scheduler/smoke_1'}
{'ts': 110, 'value': 'ON', 'target': 'scheduler/smoke_1'}
// Cooldown
{'ts': 120, 'value': 'OFF', 'target': 'scheduler/smoke_1'}


// Switch
// No attack
{'ts': 0, 'value': 'OFF', 'target': 'scheduler/switch_1'}
{'ts': 10, 'value': 'ON', 'target': 'scheduler/switch_1'}
// Attack 0
{'ts': 20, 'value': 'switch_1/0/0/20/100', 'target': 'intruder/control'}
{'ts': 20, 'value': 'OFF', 'target': 'scheduler/switch_1'}
{'ts': 30, 'value': 'ON', 'target': 'scheduler/switch_1'}
// Attack 1
{'ts': 40, 'value': 'switch_1/1/0/20/100', 'target': 'intruder/control'}
{'ts': 40, 'value': 'OFF', 'target': 'scheduler/switch_1'}
{'ts': 50, 'value': 'ON', 'target': 'scheduler/switch_1'}
// Attack 2
{'ts': 60, 'value': 'switch_1/2/0/20/100', 'target': 'intruder/control'}
{'ts': 60, 'value': 'OFF', 'target': 'scheduler/switch_1'}
{'ts': 70, 'value': 'ON', 'target': 'scheduler/switch_1'}
// Attack 3
{'ts': 80, 'value': 'switch_1/3/0/20/100', 'target': 'intruder/control'}
{'ts': 80, 'value': 'OFF', 'target': 'scheduler/switch_1'}
{'ts': 90, 'value': 'ON', 'target': 'scheduler/switch_1'}
// Attack 4
{'ts': 100, 'value': 'switch_1/4/0/20/70', 'target': 'intruder/control'}
{'ts': 100, 'value': 'OFF', 'target': 'scheduler/switch_1'}
{'ts': 110, 'value': 'ON', 'target': 'scheduler/switch_1'}
// Cooldown
{'ts': 120, 'value': 'OFF', 'target': 'scheduler/switch_1'}


// TV
// No attack
{'ts': 0, 'value': 'OFF', 'target': 'scheduler/tv_1'}
{'ts': 10, 'value': 'ON', 'target': 'scheduler/tv_1'}
// Attack 0
{'ts': 20, 'value': 'tv_1/0/0/20/100', 'target': 'intruder/control'}
{'ts': 20, 'value': 'OFF', 'target': 'scheduler/tv_1'}
{'ts': 30, 'value': 'ON', 'target': 'scheduler/tv_1'}
// Attack 1
{'ts': 40, 'value': 'tv_1/1/0/20/100', 'target': 'intruder/control'}
{'ts': 40, 'value': 'OFF', 'target': 'scheduler/tv_1'}
{'ts': 50, 'value': 'ON', 'target': 'scheduler/tv_1'}
// Attack 2
{'ts': 60, 'value': 'tv_1/2/0/20/100', 'target': 'intruder/control'}
{'ts': 60, 'value': 'OFF', 'target': 'scheduler/tv_1'}
{'ts': 70, 'value': 'ON', 'target': 'scheduler/tv_1'}
// Attack 3
{'ts': 80, 'value': 'tv_1/3/0/20/100', 'target': 'intruder/control'}
{'ts': 80, 'value': 'OFF', 'target': 'scheduler/tv_1'}
{'ts': 90, 'value': 'ON', 'target': 'scheduler/tv_1'}
// Attack 4
{'ts': 100, 'value': 'tv_1/4/0/20/70', 'target': 'intruder/control'}
{'ts': 100, 'value': 'OFF', 'target': 'scheduler/tv_1'}
{'ts': 110, 'value': 'ON', 'target': 'scheduler/tv_1'}
// Cooldown
{'ts': 120, 'value': 'OFF', 'target': 'scheduler/tv_1'}
